date,cough,fever,amnesia,sore throat,sore joint,isPartial,allergy,diarrhea,runny nose,sneeze,state,itch
2009-11-01,26,41,8,21,0,False,19,23,0,5,ID,14
2009-12-01,29,21,5,12,0,False,30,24,0,0,ID,9
2010-01-01,20,44,0,11,0,False,33,24,4,8,ID,12
2010-02-01,18,52,3,15,0,False,50,21,4,4,ID,10
2010-03-01,34,45,0,9,0,False,31,27,0,4,ID,18
2010-04-01,35,39,3,20,0,False,44,23,0,13,ID,19
2010-05-01,19,45,4,9,0,False,54,33,0,5,ID,12
2010-06-01,18,59,0,12,0,False,58,23,5,8,ID,15
2010-07-01,22,43,8,14,0,False,42,24,5,0,ID,12
2010-08-01,21,44,3,10,0,False,44,28,0,0,ID,13
2010-09-01,32,56,6,11,0,False,56,32,6,6,ID,24
2010-10-01,29,47,9,13,0,False,22,17,0,18,ID,15
2010-11-01,33,44,4,15,0,False,29,36,0,9,ID,17
2010-12-01,19,39,8,17,0,False,28,33,3,0,ID,16
2011-01-01,35,45,8,16,0,False,26,27,4,3,ID,12
2011-02-01,35,73,4,18,0,False,42,34,5,6,ID,18
2011-03-01,39,60,7,16,0,False,39,33,4,4,ID,11
2011-04-01,26,47,10,14,0,False,37,30,2,7,ID,12
2011-05-01,27,48,9,13,0,False,50,30,4,7,ID,17
2011-06-01,21,53,8,11,0,False,62,44,3,4,ID,19
2011-07-01,24,31,8,13,0,False,43,30,4,8,ID,22
2011-08-01,15,34,5,11,0,False,50,30,2,6,ID,18
2011-09-01,26,46,10,14,0,False,59,35,2,4,ID,13
2011-10-01,28,46,12,16,0,False,48,22,3,6,ID,16
2011-11-01,38,37,10,16,0,False,29,34,3,6,ID,11
2011-12-01,28,42,7,13,0,False,34,34,6,5,ID,14
2012-01-01,33,52,10,15,0,False,48,42,4,6,ID,17
2012-02-01,45,56,9,16,0,False,45,30,4,6,ID,11
2012-03-01,40,56,10,20,0,False,42,26,3,2,ID,20
2012-04-01,37,53,11,13,0,False,63,30,5,3,ID,8
2012-05-01,57,48,11,19,0,False,56,39,3,3,ID,13
2012-06-01,29,53,15,11,0,False,60,44,4,5,ID,20
2012-07-01,31,37,13,13,0,False,45,38,2,6,ID,19
2012-08-01,22,40,19,11,0,False,42,49,4,4,ID,19
2012-09-01,32,40,6,17,0,False,40,41,2,7,ID,13
2012-10-01,39,45,10,16,0,False,41,43,5,3,ID,15
2012-11-01,42,45,10,25,0,False,26,44,3,2,ID,12
2012-12-01,51,66,8,28,0,False,42,42,6,3,ID,13
2013-01-01,54,61,14,17,0,False,43,47,7,4,ID,14
2013-02-01,59,55,12,26,0,False,42,48,4,7,ID,12
2013-03-01,43,60,8,25,0,False,47,43,2,4,ID,11
2013-04-01,33,43,6,24,0,False,65,48,4,4,ID,16
2013-05-01,29,49,6,23,0,False,53,41,5,5,ID,19
2013-06-01,25,43,8,22,0,False,65,57,3,4,ID,17
2013-07-01,23,57,10,16,0,False,56,50,3,6,ID,27
2013-08-01,21,44,10,11,0,False,53,40,2,6,ID,28
2013-09-01,30,47,10,29,0,False,46,51,4,4,ID,20
2013-10-01,36,50,6,18,0,False,41,48,8,5,ID,15
2013-11-01,42,45,6,24,0,False,49,42,2,6,ID,19
2013-12-01,52,53,6,22,0,False,36,48,5,5,ID,10
2014-01-01,54,66,5,20,0,False,47,53,4,5,ID,17
2014-02-01,41,53,6,21,0,False,36,34,7,8,ID,18
2014-03-01,43,60,5,27,0,False,43,45,6,5,ID,17
2014-04-01,50,59,6,19,0,False,57,46,3,4,ID,21
2014-05-01,34,52,5,24,0,False,69,49,6,6,ID,15
2014-06-01,35,56,9,19,0,False,74,58,6,8,ID,25
2014-07-01,27,49,9,15,0,False,48,63,4,5,ID,27
2014-08-01,31,53,8,15,0,False,48,48,4,6,ID,27
2014-09-01,46,52,11,22,0,False,53,46,4,8,ID,24
2014-10-01,38,57,10,18,0,False,48,52,5,7,ID,22
2014-11-01,39,54,9,21,0,False,41,43,5,6,ID,16
2014-12-01,61,64,6,29,0,False,38,45,7,7,ID,16
2015-01-01,64,80,6,32,0,False,38,44,7,5,ID,14
2015-02-01,57,68,7,24,0,False,43,44,8,8,ID,15
2015-03-01,49,70,7,32,0,False,51,46,5,5,ID,16
2015-04-01,43,62,7,20,0,False,62,56,5,6,ID,17
2015-05-01,39,69,8,29,0,False,56,46,5,9,ID,17
2015-06-01,32,57,7,20,0,False,57,57,6,6,ID,18
2015-07-01,29,54,8,15,0,False,57,56,2,5,ID,30
2015-08-01,30,49,6,17,0,False,61,49,4,4,ID,28
2015-09-01,38,50,9,21,0,False,53,50,5,7,ID,19
2015-10-01,39,51,10,21,0,False,43,52,5,9,ID,21
2015-11-01,48,59,4,22,0,False,38,48,4,3,ID,12
2015-12-01,53,68,4,21,0,False,39,54,6,5,ID,16
2016-01-01,58,64,5,24,0,False,32,48,5,7,ID,18
2016-02-01,61,71,5,25,0,False,36,55,6,7,ID,21
2016-03-01,62,68,6,28,0,False,55,47,7,4,ID,17
2016-04-01,51,58,4,24,0,False,67,52,7,9,ID,15
2016-05-01,40,54,4,27,0,False,49,58,8,5,ID,21
2016-06-01,35,59,4,19,0,False,70,56,5,6,ID,29
2016-07-01,26,59,3,14,0,False,53,62,6,6,ID,25
2016-08-01,31,49,3,15,0,False,52,49,3,5,ID,22
2016-09-01,43,52,2,21,0,False,52,56,7,4,ID,15
2016-10-01,38,52,4,18,0,False,51,50,5,6,ID,20
2016-11-01,50,49,4,27,0,False,29,49,4,2,ID,18
2016-12-01,54,53,4,25,0,False,43,51,7,6,ID,15
2017-01-01,60,74,5,22,0,False,42,51,11,10,ID,14
2017-02-01,64,70,3,29,0,False,39,53,4,8,ID,12
2017-03-01,58,61,5,21,0,False,50,49,6,6,ID,15
2017-04-01,41,53,4,17,0,False,56,49,6,7,ID,19
2017-05-01,41,57,3,24,0,False,64,58,7,4,ID,25
2017-06-01,41,63,3,19,0,False,68,60,5,5,ID,29
2017-07-01,33,53,5,19,0,False,54,71,4,5,ID,43
2017-08-01,32,47,2,20,0,False,53,65,4,6,ID,26
2017-09-01,37,60,2,28,0,False,44,59,5,5,ID,18
2017-10-01,54,58,7,23,0,False,46,64,7,11,ID,17
2017-11-01,61,59,4,27,0,False,45,61,6,9,ID,24
2017-12-01,70,73,5,28,0,False,34,60,5,11,ID,16
2018-01-01,78,100,4,30,0,False,47,56,7,7,ID,20
2018-02-01,80,82,6,27,0,False,54,65,8,9,ID,23
2018-03-01,62,70,3,25,0,False,52,63,6,5,ID,18
2018-04-01,46,67,2,26,0,False,62,65,10,7,ID,18
2018-05-01,51,75,4,24,0,False,74,68,4,7,ID,22
2018-06-01,38,61,2,24,0,False,78,72,2,6,ID,33
2018-07-01,34,60,2,14,0,False,56,77,6,6,ID,35
2018-08-01,37,47,2,24,0,False,47,65,4,6,ID,36
2018-09-01,49,45,2,31,0,True,60,88,3,7,ID,24
2004-01-01,26,60,6,7,0,False,36,14,0,4,IL,11
2004-02-01,11,35,6,6,0,False,37,9,2,0,IL,16
2004-03-01,18,53,4,15,0,False,35,10,2,0,IL,8
2004-04-01,8,46,1,3,0,False,45,8,2,2,IL,10
2004-05-01,15,37,4,10,0,False,34,9,2,4,IL,8
2004-06-01,18,35,0,7,0,False,46,12,3,2,IL,15
2004-07-01,20,26,1,5,0,False,49,16,0,3,IL,15
2004-08-01,20,32,7,7,0,False,32,13,0,2,IL,13
2004-09-01,30,45,2,5,0,False,46,14,1,4,IL,9
2004-10-01,38,40,2,6,0,False,27,13,1,2,IL,12
2004-11-01,23,38,5,7,0,False,36,13,2,5,IL,8
2004-12-01,27,58,1,13,0,False,34,12,3,1,IL,11
2005-01-01,24,51,1,9,0,False,34,13,1,2,IL,10
2005-02-01,18,51,2,9,0,False,29,12,2,3,IL,9
2005-03-01,19,50,3,3,0,False,37,13,2,4,IL,4
2005-04-01,10,53,1,9,0,False,44,15,2,5,IL,7
2005-05-01,21,52,2,6,0,False,37,13,3,2,IL,13
2005-06-01,17,29,2,9,0,False,41,12,1,2,IL,10
2005-07-01,14,36,3,8,0,False,36,15,0,3,IL,14
2005-08-01,15,36,5,6,0,False,37,14,1,4,IL,9
2005-09-01,24,49,1,8,0,False,43,14,2,6,IL,17
2005-10-01,15,37,1,5,0,False,31,11,2,3,IL,7
2005-11-01,15,44,4,7,0,False,34,10,1,5,IL,8
2005-12-01,24,36,1,6,0,False,24,12,3,3,IL,6
2006-01-01,25,43,5,9,0,False,33,13,2,3,IL,12
2006-02-01,26,50,4,4,0,False,27,14,2,3,IL,7
2006-03-01,24,63,3,5,0,False,31,18,1,2,IL,5
2006-04-01,19,48,2,10,0,False,48,16,2,3,IL,8
2006-05-01,17,49,3,11,1,False,42,14,2,3,IL,7
2006-06-01,14,34,1,8,0,False,33,16,2,2,IL,13
2006-07-01,9,34,2,11,0,False,35,17,1,2,IL,19
2006-08-01,11,41,2,8,0,False,45,16,2,4,IL,13
2006-09-01,17,33,2,9,0,False,40,16,1,2,IL,15
2006-10-01,22,40,1,11,0,False,30,16,3,4,IL,8
2006-11-01,27,42,2,13,0,False,35,13,1,4,IL,8
2006-12-01,24,43,2,8,1,False,31,14,2,2,IL,6
2007-01-01,23,55,2,7,0,False,31,13,2,5,IL,9
2007-02-01,24,54,2,13,0,False,29,18,2,4,IL,8
2007-03-01,22,53,2,11,0,False,35,17,3,4,IL,9
2007-04-01,19,54,1,9,0,False,40,16,1,3,IL,9
2007-05-01,15,45,2,10,0,False,47,14,2,6,IL,9
2007-06-01,15,40,3,11,0,False,33,13,2,3,IL,13
2007-07-01,11,40,2,10,0,False,39,18,1,3,IL,11
2007-08-01,16,38,1,7,0,False,40,14,3,2,IL,88
2007-09-01,15,41,3,10,0,False,45,19,2,5,IL,27
2007-10-01,21,36,3,10,0,False,37,18,2,4,IL,11
2007-11-01,20,49,4,9,0,False,30,16,3,4,IL,9
2007-12-01,22,38,3,11,0,False,27,14,1,4,IL,10
2008-01-01,29,41,2,10,0,False,30,18,2,3,IL,9
2008-02-01,28,60,2,11,0,False,30,13,2,3,IL,8
2008-03-01,25,45,3,7,0,False,42,15,2,3,IL,9
2008-04-01,21,43,1,9,0,False,46,18,2,3,IL,9
2008-05-01,16,42,4,9,0,False,46,14,2,5,IL,8
2008-06-01,18,35,3,11,1,False,48,17,2,2,IL,13
2008-07-01,15,37,3,10,0,False,34,18,2,3,IL,16
2008-08-01,16,39,2,10,0,False,45,19,1,4,IL,15
2008-09-01,21,42,2,10,0,False,40,17,2,4,IL,10
2008-10-01,25,34,3,8,0,False,38,24,2,4,IL,11
2008-11-01,33,40,3,11,0,False,31,16,3,5,IL,12
2008-12-01,26,42,4,12,0,False,34,21,2,3,IL,9
2009-01-01,27,46,2,11,0,False,33,20,3,4,IL,9
2009-02-01,27,51,3,13,0,False,39,19,3,3,IL,9
2009-03-01,31,52,4,10,0,False,38,23,3,3,IL,11
2009-04-01,26,53,2,12,0,False,46,23,3,5,IL,9
2009-05-01,22,51,4,15,1,False,46,26,2,5,IL,11
2009-06-01,19,41,5,13,0,False,52,24,1,3,IL,18
2009-07-01,19,42,3,14,0,False,38,30,4,3,IL,16
2009-08-01,19,37,2,12,0,False,42,28,2,4,IL,14
2009-09-01,26,43,2,9,1,False,51,25,4,6,IL,12
2009-10-01,35,67,5,16,0,False,44,22,4,5,IL,10
2009-11-01,38,63,3,18,0,False,40,31,3,5,IL,11
2009-12-01,31,46,5,16,0,False,38,23,3,4,IL,8
2010-01-01,26,49,4,16,0,False,31,26,4,3,IL,11
2010-02-01,26,40,5,16,0,False,34,27,4,4,IL,11
2010-03-01,33,54,4,16,0,False,46,29,4,4,IL,9
2010-04-01,24,55,3,14,0,False,56,35,2,5,IL,11
2010-05-01,25,50,4,17,0,False,50,28,3,5,IL,16
2010-06-01,25,48,2,13,1,False,46,31,3,5,IL,21
2010-07-01,21,49,2,10,0,False,42,32,1,4,IL,16
2010-08-01,24,44,2,12,0,False,45,33,3,4,IL,20
2010-09-01,32,47,7,12,1,False,51,27,4,4,IL,16
2010-10-01,32,41,6,15,0,False,42,29,4,6,IL,13
2010-11-01,38,55,7,19,1,False,38,27,4,5,IL,11
2010-12-01,37,51,11,20,1,False,35,31,3,7,IL,12
2011-01-01,47,63,10,22,0,False,37,33,4,6,IL,14
2011-02-01,40,74,7,18,0,False,33,34,4,6,IL,13
2011-03-01,38,68,5,23,0,False,46,36,3,6,IL,15
2011-04-01,32,54,8,19,0,False,46,35,3,6,IL,15
2011-05-01,27,51,7,21,0,False,52,33,3,5,IL,18
2011-06-01,21,48,5,20,0,False,47,35,3,6,IL,25
2011-07-01,24,51,7,15,0,False,43,41,2,6,IL,27
2011-08-01,24,47,5,17,0,False,51,40,4,6,IL,25
2011-09-01,28,56,4,16,0,False,50,36,5,6,IL,21
2011-10-01,42,52,5,17,0,False,43,37,4,5,IL,18
2011-11-01,45,54,8,21,0,False,37,36,4,5,IL,16
2011-12-01,48,52,7,19,0,False,34,38,4,6,IL,15
2012-01-01,46,59,5,19,0,False,39,43,6,8,IL,19
2012-02-01,47,66,6,22,0,False,40,39,6,5,IL,17
2012-03-01,48,65,8,24,0,False,58,41,4,6,IL,17
2012-04-01,41,67,8,20,0,False,56,45,5,7,IL,20
2012-05-01,35,54,8,25,0,False,52,39,5,6,IL,21
2012-06-01,29,54,9,16,0,False,46,47,3,6,IL,27
2012-07-01,34,51,10,17,0,False,46,46,4,6,IL,30
2012-08-01,33,52,8,18,0,False,58,50,5,5,IL,28
2012-09-01,39,55,7,21,0,False,52,43,6,7,IL,22
2012-10-01,46,75,7,24,0,False,42,40,5,6,IL,19
2012-11-01,48,57,6,25,0,False,36,42,6,6,IL,21
2012-12-01,61,79,7,27,0,False,35,49,7,6,IL,19
2013-01-01,53,70,8,27,0,False,40,54,8,6,IL,18
2013-02-01,45,63,7,27,0,False,39,51,6,6,IL,18
2013-03-01,44,60,9,23,0,False,39,54,6,6,IL,19
2013-04-01,37,59,7,22,0,False,51,50,5,6,IL,20
2013-05-01,34,55,6,22,0,False,68,42,5,6,IL,19
2013-06-01,28,52,6,20,0,False,47,47,3,6,IL,27
2013-07-01,27,53,7,19,0,False,46,51,4,5,IL,34
2013-08-01,26,51,7,19,0,False,51,55,4,6,IL,28
2013-09-01,42,56,10,23,0,False,57,50,6,6,IL,21
2013-10-01,43,51,6,20,0,False,47,40,5,6,IL,21
2013-11-01,48,54,6,26,0,False,40,42,5,5,IL,20
2013-12-01,53,68,6,26,1,False,36,46,5,5,IL,18
2014-01-01,55,69,6,24,0,False,35,48,7,6,IL,20
2014-02-01,37,65,6,20,0,False,37,45,7,5,IL,18
2014-03-01,38,59,5,23,0,False,42,53,6,6,IL,19
2014-04-01,40,64,5,24,0,False,56,56,5,6,IL,20
2014-05-01,34,57,7,24,0,False,57,48,5,7,IL,20
2014-06-01,33,55,7,21,0,False,54,53,3,4,IL,28
2014-07-01,28,55,11,20,0,False,50,55,4,5,IL,32
2014-08-01,31,55,13,22,0,False,57,55,5,6,IL,29
2014-09-01,40,59,13,25,0,False,49,45,7,6,IL,25
2014-10-01,42,62,11,22,0,False,44,46,5,7,IL,21
2014-11-01,48,66,9,26,0,False,38,47,6,7,IL,19
2014-12-01,64,84,6,32,0,False,36,51,8,7,IL,19
2015-01-01,50,67,5,23,0,False,37,48,6,6,IL,20
2015-02-01,46,69,6,27,0,False,38,54,7,7,IL,16
2015-03-01,52,81,5,27,0,False,45,63,6,7,IL,18
2015-04-01,44,61,6,26,0,False,53,55,6,7,IL,17
2015-05-01,42,56,5,27,0,False,53,46,5,5,IL,22
2015-06-01,31,57,5,23,0,False,49,50,4,7,IL,26
2015-07-01,30,52,4,20,0,False,52,57,4,5,IL,34
2015-08-01,31,55,4,20,0,False,55,56,4,7,IL,30
2015-09-01,40,64,5,25,0,False,60,48,7,7,IL,25
2015-10-01,48,65,4,24,0,False,49,47,6,7,IL,20
2015-11-01,55,63,5,25,0,False,44,50,4,7,IL,18
2015-12-01,58,71,5,27,0,False,41,55,6,6,IL,20
2016-01-01,62,71,4,27,0,False,41,55,7,8,IL,20
2016-02-01,64,84,5,30,0,False,42,59,7,7,IL,17
2016-03-01,58,78,4,29,0,False,49,56,7,7,IL,20
2016-04-01,43,66,5,26,0,False,52,55,5,7,IL,20
2016-05-01,38,60,4,25,0,False,58,51,5,6,IL,23
2016-06-01,34,59,4,22,0,False,54,55,4,5,IL,30
2016-07-01,30,52,4,21,0,False,47,57,3,6,IL,33
2016-08-01,34,54,3,21,0,False,52,57,4,5,IL,30
2016-09-01,50,58,4,25,0,False,57,50,8,6,IL,27
2016-10-01,49,57,2,20,0,False,46,47,5,5,IL,23
2016-11-01,58,56,4,27,0,False,41,48,7,6,IL,21
2016-12-01,64,66,5,29,0,False,40,53,9,7,IL,21
2017-01-01,67,80,5,29,0,False,41,66,9,7,IL,21
2017-02-01,66,100,4,27,0,False,48,62,10,7,IL,21
2017-03-01,56,83,4,28,0,False,48,60,7,7,IL,21
2017-04-01,47,70,4,25,0,False,63,61,5,6,IL,23
2017-05-01,43,59,4,27,0,False,63,54,5,7,IL,23
2017-06-01,37,57,3,23,0,False,62,59,4,6,IL,32
2017-07-01,33,56,3,19,0,False,53,64,4,7,IL,34
2017-08-01,35,55,2,22,0,False,57,60,5,7,IL,32
2017-09-01,46,65,3,26,0,False,58,53,7,7,IL,29
2017-10-01,50,64,6,22,0,False,50,53,6,7,IL,22
2017-11-01,64,64,4,32,0,False,47,54,8,6,IL,22
2017-12-01,81,88,4,35,0,False,41,64,9,8,IL,22
2018-01-01,83,97,4,32,0,False,42,70,9,8,IL,21
2018-02-01,64,95,4,30,0,False,45,60,8,8,IL,20
2018-03-01,59,78,3,27,0,False,51,63,8,8,IL,21
2018-04-01,53,70,4,25,0,False,54,66,7,7,IL,22
2018-05-01,45,65,4,27,0,False,77,62,6,7,IL,28
2018-06-01,40,66,3,28,0,False,64,70,5,6,IL,31
2018-07-01,32,65,2,25,0,False,57,73,5,6,IL,37
2018-08-01,38,58,3,25,0,False,65,65,6,6,IL,32
2018-09-01,48,63,3,29,0,True,64,58,9,7,IL,27
2004-01-01,22,43,0,8,0,False,10,6,0,13,IN,6
2004-02-01,5,47,0,4,0,False,48,9,0,0,IN,0
2004-03-01,17,39,7,7,0,False,32,16,0,16,IN,8
2004-04-01,11,42,4,4,0,False,51,18,0,0,IN,0
2004-05-01,13,51,0,6,0,False,33,18,0,0,IN,6
2004-06-01,8,44,0,12,0,False,23,13,0,0,IN,13
2004-07-01,8,37,0,8,0,False,37,13,7,0,IN,10
2004-08-01,12,16,7,5,0,False,40,9,0,0,IN,9
2004-09-01,10,39,0,4,0,False,34,15,5,10,IN,10
2004-10-01,14,30,0,0,0,False,42,5,10,10,IN,15
2004-11-01,13,30,0,3,0,False,31,5,0,5,IN,21
2004-12-01,13,39,3,6,0,False,36,7,5,5,IN,14
2005-01-01,15,30,3,5,0,False,29,10,4,0,IN,20
2005-02-01,9,46,2,5,0,False,34,10,0,6,IN,8
2005-03-01,18,49,2,7,0,False,29,11,7,9,IN,5
2005-04-01,22,53,4,8,0,False,51,16,0,6,IN,10
2005-05-01,9,54,0,8,0,False,41,17,4,11,IN,4
2005-06-01,10,48,2,4,0,False,36,18,0,8,IN,10
2005-07-01,13,48,2,6,0,False,34,16,4,4,IN,14
2005-08-01,14,49,0,7,0,False,57,13,0,0,IN,9
2005-09-01,12,39,2,8,0,False,47,6,3,5,IN,13
2005-10-01,10,29,5,4,0,False,34,10,3,0,IN,4
2005-11-01,15,52,2,5,0,False,42,6,3,6,IN,6
2005-12-01,6,33,2,6,0,False,31,10,3,6,IN,7
2006-01-01,18,41,0,9,0,False,23,23,3,8,IN,14
2006-02-01,14,48,6,6,0,False,30,13,8,0,IN,6
2006-03-01,17,43,2,8,0,False,25,22,2,5,IN,6
2006-04-01,16,40,3,10,0,False,29,15,2,2,IN,11
2006-05-01,10,43,2,9,0,False,53,17,0,2,IN,12
2006-06-01,12,40,2,4,0,False,27,21,3,3,IN,6
2006-07-01,4,47,0,7,0,False,40,18,3,0,IN,12
2006-08-01,14,36,3,9,0,False,43,15,0,2,IN,9
2006-09-01,13,31,3,7,0,False,34,12,6,0,IN,12
2006-10-01,15,41,2,7,0,False,27,17,2,6,IN,9
2006-11-01,17,35,4,7,0,False,28,12,3,6,IN,4
2006-12-01,16,42,0,10,0,False,30,21,2,2,IN,3
2007-01-01,14,33,1,6,0,False,31,14,2,6,IN,5
2007-02-01,21,49,2,7,0,False,28,16,0,2,IN,9
2007-03-01,13,40,0,7,0,False,40,13,2,3,IN,6
2007-04-01,11,50,1,5,0,False,30,18,2,3,IN,7
2007-05-01,10,44,3,5,0,False,48,16,3,3,IN,17
2007-06-01,11,35,1,4,0,False,42,21,2,5,IN,15
2007-07-01,10,40,2,4,0,False,32,21,2,3,IN,13
2007-08-01,9,41,2,5,0,False,39,19,0,5,IN,16
2007-09-01,14,51,1,5,0,False,42,13,3,5,IN,16
2007-10-01,16,32,3,6,0,False,37,14,2,2,IN,13
2007-11-01,17,35,3,5,0,False,39,13,3,3,IN,6
2007-12-01,17,26,1,5,0,False,30,20,2,7,IN,6
2008-01-01,20,39,2,10,0,False,43,18,1,3,IN,8
2008-02-01,24,56,3,11,0,False,24,17,3,2,IN,6
2008-03-01,16,50,2,8,0,False,42,18,2,3,IN,8
2008-04-01,13,46,4,9,0,False,43,16,0,2,IN,10
2008-05-01,15,43,3,9,0,False,47,17,1,4,IN,8
2008-06-01,10,43,2,3,0,False,46,17,3,0,IN,15
2008-07-01,9,38,0,6,0,False,44,23,2,3,IN,23
2008-08-01,10,33,1,7,0,False,38,12,1,1,IN,12
2008-09-01,11,38,2,7,0,False,39,15,2,3,IN,11
2008-10-01,17,40,1,5,0,False,29,24,3,4,IN,12
2008-11-01,16,37,2,4,0,False,39,16,4,2,IN,10
2008-12-01,24,35,3,11,0,False,39,23,5,5,IN,11
2009-01-01,19,35,1,10,0,False,32,22,2,5,IN,10
2009-02-01,18,43,3,11,0,False,33,25,3,6,IN,9
2009-03-01,21,49,2,10,0,False,37,28,2,3,IN,8
2009-04-01,23,42,1,7,0,False,37,22,4,5,IN,11
2009-05-01,18,38,1,11,0,False,52,20,3,5,IN,14
2009-06-01,14,46,2,8,0,False,50,29,0,4,IN,15
2009-07-01,9,44,1,9,0,False,40,24,2,5,IN,15
2009-08-01,16,35,1,12,0,False,45,22,2,6,IN,19
2009-09-01,18,48,3,10,0,False,55,28,2,7,IN,14
2009-10-01,32,77,2,15,0,False,43,16,3,6,IN,12
2009-11-01,24,50,4,13,0,False,42,25,3,3,IN,11
2009-12-01,18,36,2,8,0,False,31,22,5,6,IN,11
2010-01-01,20,35,3,13,0,False,39,21,1,5,IN,17
2010-02-01,17,34,1,12,0,False,34,18,2,3,IN,8
2010-03-01,21,42,4,12,0,False,40,24,2,5,IN,13
2010-04-01,18,46,5,9,0,False,59,29,2,7,IN,17
2010-05-01,16,49,1,11,0,False,52,25,2,8,IN,11
2010-06-01,19,45,2,9,0,False,36,26,4,6,IN,12
2010-07-01,14,48,2,10,0,False,43,27,1,5,IN,16
2010-08-01,23,47,1,13,0,False,56,25,3,4,IN,13
2010-09-01,27,37,6,12,0,False,48,33,4,3,IN,20
2010-10-01,22,40,6,11,0,False,40,21,2,4,IN,10
2010-11-01,26,46,3,12,0,False,42,36,3,4,IN,12
2010-12-01,30,39,6,13,0,False,29,25,3,2,IN,11
2011-01-01,28,54,5,13,0,False,33,36,5,5,IN,15
2011-02-01,29,61,5,14,0,False,34,30,3,5,IN,15
2011-03-01,27,52,4,13,0,False,41,35,5,6,IN,14
2011-04-01,19,44,9,14,0,False,49,30,4,3,IN,17
2011-05-01,19,46,5,12,0,False,49,26,2,6,IN,19
2011-06-01,18,50,5,10,0,False,49,32,2,5,IN,21
2011-07-01,15,50,5,10,0,False,42,41,3,6,IN,23
2011-08-01,15,43,3,9,0,False,50,31,4,4,IN,21
2011-09-01,19,51,6,8,0,False,50,37,5,6,IN,17
2011-10-01,28,41,6,13,0,False,37,32,3,8,IN,14
2011-11-01,31,42,7,18,0,False,41,38,5,6,IN,14
2011-12-01,27,40,5,15,0,False,36,38,3,6,IN,18
2012-01-01,28,46,4,13,0,False,38,38,5,8,IN,17
2012-02-01,30,49,5,16,0,False,35,40,6,6,IN,15
2012-03-01,26,48,5,14,0,False,56,38,4,6,IN,17
2012-04-01,29,53,8,18,0,False,56,35,3,8,IN,17
2012-05-01,24,46,6,14,0,False,50,39,4,4,IN,21
2012-06-01,20,43,13,13,0,False,53,40,3,7,IN,24
2012-07-01,19,42,12,11,0,False,43,44,2,4,IN,24
2012-08-01,20,45,9,12,0,False,50,39,4,4,IN,23
2012-09-01,27,53,9,15,0,False,45,42,4,7,IN,22
2012-10-01,28,100,8,15,0,False,39,42,4,7,IN,18
2012-11-01,33,46,7,16,0,False,40,36,6,6,IN,14
2012-12-01,43,58,6,22,0,False,36,44,6,6,IN,18
2013-01-01,41,57,9,18,0,False,38,46,6,6,IN,16
2013-02-01,33,67,9,18,0,False,38,46,4,6,IN,15
2013-03-01,32,58,8,18,0,False,40,59,7,5,IN,16
2013-04-01,28,54,5,13,0,False,50,51,4,7,IN,19
2013-05-01,26,53,5,19,0,False,60,44,4,7,IN,23
2013-06-01,20,54,7,12,0,False,48,57,1,5,IN,28
2013-07-01,19,45,7,14,0,False,49,49,3,6,IN,32
2013-08-01,21,45,6,16,0,False,55,46,4,5,IN,33
2013-09-01,29,58,10,14,0,False,57,46,4,7,IN,22
2013-10-01,31,44,7,15,0,False,46,39,4,7,IN,21
2013-11-01,37,44,7,17,0,False,40,42,4,5,IN,21
2013-12-01,37,50,5,19,0,False,45,50,4,4,IN,16
2014-01-01,36,50,4,17,0,False,38,45,5,7,IN,18
2014-02-01,28,53,3,18,0,False,41,45,8,8,IN,18
2014-03-01,30,51,5,17,0,False,43,54,5,5,IN,18
2014-04-01,28,52,4,15,0,False,57,55,4,8,IN,21
2014-05-01,30,51,5,18,0,False,63,49,6,5,IN,25
2014-06-01,28,55,4,14,0,False,58,52,4,5,IN,31
2014-07-01,24,54,9,15,0,False,55,58,3,5,IN,29
2014-08-01,25,61,11,17,0,False,60,48,6,7,IN,19
2014-09-01,28,52,10,16,0,False,48,49,5,5,IN,23
2014-10-01,30,49,11,18,0,False,45,52,4,5,IN,20
2014-11-01,34,47,10,20,0,False,43,49,6,5,IN,18
2014-12-01,49,69,5,25,0,False,38,59,10,7,IN,19
2015-01-01,40,50,5,17,0,False,45,55,6,7,IN,18
2015-02-01,35,54,6,19,0,False,42,60,8,6,IN,18
2015-03-01,36,66,5,19,0,False,47,59,7,8,IN,18
2015-04-01,32,54,4,16,0,False,59,51,5,5,IN,18
2015-05-01,29,53,3,18,0,False,61,48,5,6,IN,20
2015-06-01,25,49,4,15,0,False,52,60,4,7,IN,26
2015-07-01,20,50,4,14,0,False,53,57,3,7,IN,32
2015-08-01,24,53,3,14,0,False,58,48,4,6,IN,25
2015-09-01,28,53,4,14,0,False,51,46,4,5,IN,24
2015-10-01,33,71,5,13,0,False,48,47,3,5,IN,23
2015-11-01,34,53,4,20,0,False,41,47,4,4,IN,19
2015-12-01,44,52,4,20,0,False,37,51,5,8,IN,22
2016-01-01,40,52,2,20,0,False,38,54,6,8,IN,21
2016-02-01,42,65,4,17,0,False,41,52,7,7,IN,20
2016-03-01,43,64,4,21,0,False,47,54,6,6,IN,22
2016-04-01,34,52,4,18,0,False,57,56,7,6,IN,23
2016-05-01,29,56,3,17,0,False,55,61,6,5,IN,26
2016-06-01,28,49,3,13,0,False,58,63,4,6,IN,36
2016-07-01,24,48,3,14,0,False,48,65,2,5,IN,36
